"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"4","TZA","Mwanza City","2002-2004","High risk groups","O","F","ALL","V0270","96.1 person yrs. of observation.  10 administrative wards.  Located in northern Tanzania.  Followed for 12 mos.  Group included: guesthouse/hotel workers.  July 02 - Dec. 04.","I","Tanzania","Mwanza City","Vallely, A., I. R. Hambleton, S. Kasindi, et al.",2010,"Are Women Who Work in Bars, Guesthouses and Similar Facilities a Suitable Study Population for Vaginal Microbicide Trials in ...","PLoS One, vol. 5, issue 5, e10661, pp. 1-9, <www.plosone.org>, accessed on June 18, 2010.","HIV","1","-1","-1.00","1.04","BW","UNK","164"
"3","TZA","Mwanza City","2002-2004","High risk groups","O","F","ALL","V0270","493.5 person yrs. of observation.  10 administrative wards.  Located in northern Tanzania.  Followed for 12 mos.  Group included: mamalishe/pombe workers.  July 02 - Dec. 04.","I","Tanzania","Mwanza City","Vallely, A., I. R. Hambleton, S. Kasindi, et al.",2010,"Are Women Who Work in Bars, Guesthouses and Similar Facilities a Suitable Study Population for Vaginal Microbicide Trials in ...","PLoS One, vol. 5, issue 5, e10661, pp. 1-9, <www.plosone.org>, accessed on June 18, 2010.","HIV","8","-1","-1.00","1.62","BW","UNK","654"
"2","TZA","Mwanza City","2002-2004","High risk groups","O","F","ALL","V0270","713.8 person yrs. of observation.  10 administrative wards.  Located in northern Tanzania.  Group included: bars, restaurants, hotels, guesthouses workers, & informal food vendors.  Followed for 12 mos.  Breakdown by group is provided.  July 02 - Dec. 04.","I","Tanzania","Mwanza City","Vallely, A., I. R. Hambleton, S. Kasindi, et al.",2010,"Are Women Who Work in Bars, Guesthouses and Similar Facilities a Suitable Study Population for Vaginal Microbicide Trials in ...","PLoS One, vol. 5, issue 5, e10661, pp. 1-9, <www.plosone.org>, accessed on June 18, 2010.","HIV","14","-1","-1.00","1.96","BW","UNK","1,020"
"4","TZA","Not specified","1991-1993","Factory workers","N","B","ALL","B0262","1365.9 person yrs. of observation.  Urban area of Northwest Tanzania.  1325 males & 242 females.  Age 15+.  Breakdown by sex is provided.  1 Oct. 91 - 30 Sept. 93.","I","Tanzania","Not specified","Borgdorff, M. W., L. R. Barongo, A. H. Klokke, et al.",1995,"HIV-1 Incidence and HIV-1 Associated Mortality in a Cohort of Urban Factory Workers in Tanzania","Genitourinary Medicine, vol. 71, pp. 212-215.","HIV1","17","-1","-1.00","1.24","BW","ELISA, WB","1,567"
"44","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","40Y45Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.00","BW","RAPID, ELISA, WB, PCR","N/A"
"43","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","35Y39Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.00","BW","RAPID, ELISA, WB, PCR","N/A"
"42","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","30Y34Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.50","BW","RAPID, ELISA, WB, PCR","N/A"
"41","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","25Y29Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","2.30","BW","RAPID, ELISA, WB, PCR","N/A"
"40","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","20Y24Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.70","BW","RAPID, ELISA, WB, PCR","N/A"
"39","TZA","Itende village (semiurban)","2002-2006","Adults","N","F","18Y19Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.10","BW","RAPID, ELISA, WB, PCR","N/A"
"38","TZA","Itende village (semiurban)","2002-2006","Adults","N","M","40Y45Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","0.70","BW","RAPID, ELISA, WB, PCR","N/A"
"37","TZA","Itende village (semiurban)","2002-2006","Adults","N","M","35Y39Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.10","BW","RAPID, ELISA, WB, PCR","N/A"
"23","TZA","Four towns","2008-2010","STI pts.","S","F","ALL","K1007","58 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Has genital ulcers.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","4","-1","-1.00","6.90","BW","ELISA*2/ELISA, WB/LIA","N/A"
"33","TZA","Kagera region","1989","Pregnant women & general population","X","B","ALL","U0156","Located in northwestern Tanzania.  Medium-prevalence area.","I","Tanzania","Kagera region","Urassa, W., S. Kaaya, D. Mwakagile, et al.",2006,"Evidence of a Substantial Decline in Prevalence of HIV-1 Infection among Pregnant Women: Data from 1995 to 2003 in Dar es ...","Scandinavian Journal of Public Health, vol. 34, issue 3, pp. 272-278, <http://sjp.sagepub.com/cgi/content/abstract/34/3/272>, accessed on February 15, 2010.","HIV","-1","-1","-1.00","0.82","BW","UNK","N/A"
"21","TZA","Four towns","2008-2010","STI pts.","S","F","ALL","K1007","26 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  HSV-2+ during follow up.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","1","-1","-1.00","3.85","BW","ELISA*2/ELISA, WB/LIA","N/A"
"31","TZA","Kagera region","1989","Pregnant women & general population","X","B","ALL","U0156","Located in northwestern Tanzania.  High-prevalence area.","I","Tanzania","Kagera region","Urassa, W., S. Kaaya, D. Mwakagile, et al.",2006,"Evidence of a Substantial Decline in Prevalence of HIV-1 Infection among Pregnant Women: Data from 1995 to 2003 in Dar es ...","Scandinavian Journal of Public Health, vol. 34, issue 3, pp. 272-278, <http://sjp.sagepub.com/cgi/content/abstract/34/3/272>, accessed on February 15, 2010.","HIV","-1","-1","-1.00","4.75","BW","UNK","N/A"
"20","TZA","Four towns","2008-2010","STI pts.","S","F","ALL","K1007","804 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  HSV-2+ from baseline.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","34","-1","-1.00","4.22","BW","ELISA*2/ELISA, WB/LIA","N/A"
"35","TZA","Itende village (semiurban)","2002-2006","Adults","N","M","20Y24Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.20","BW","RAPID, ELISA, WB, PCR","N/A"
"19","TZA","Four towns","2008-2010","Sex workers","P","F","ALL","K1007","209 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","11","-1","-1.00","5.26","BW","ELISA*2/ELISA, WB/LIA","N/A"
"18","TZA","Four towns","2008-2010","Women","N","F","30Y44Y","K1007","455 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","18","-1","-1.00","3.96","BW","ELISA*2/ELISA, WB/LIA","N/A"
"34","TZA","Itende village (semiurban)","2002-2006","Adults","N","M","18Y19Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.00","BW","RAPID, ELISA, WB, PCR","N/A"
"17","TZA","Four towns","2008-2010","Women","N","F","25Y29Y","K1007","298 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","9","-1","-1.00","3.02","BW","ELISA*2/ELISA, WB/LIA","N/A"
"16","TZA","Four towns","2008-2010","Women","N","F","20Y24Y","K1007","353 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","13","-1","-1.00","3.68","BW","ELISA*2/ELISA, WB/LIA","N/A"
"33","TZA","Mbeya town","2002-2006","Adults","N","F","40Y45Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","0.10","BW","RAPID, ELISA, WB, PCR","N/A"
"15","TZA","Four towns","2008-2010","Women","N","F","18Y19Y","K1007","74 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","4","-1","-1.00","5.41","BW","ELISA*2/ELISA, WB/LIA","N/A"
"14","TZA","Moshi","2008-2010","Women","N","F","ALL","K1007","370 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  Age range 18-44 yrs.  LIA test: INNO-LIA.","I","Tanzania","Moshi","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","14","-1","-1.00","3.78","BW","ELISA*2/ELISA, WB/LIA","N/A"
"13","TZA","Shinyanga","2008-2010","Women","N","F","ALL","K1007","249 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  Age range 18-44 yrs.  LIA test: INNO-LIA.","I","Tanzania","Shinyanga","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","6","-1","-1.00","2.41","BW","ELISA*2/ELISA, WB/LIA","N/A"
"12","TZA","Kahama","2008-2010","Women","N","F","ALL","K1007","257 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  Age range 18-44 yrs.  LIA test: INNO-LIA.","I","Tanzania","Kahama","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","11","-1","-1.00","4.28","BW","ELISA*2/ELISA, WB/LIA","N/A"
"31","TZA","Mbeya town","2002-2006","Adults","N","F","30Y34Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","1.10","BW","RAPID, ELISA, WB, PCR","N/A"
"11","TZA","Geita","2008-2010","Women","N","F","ALL","K1007","305 person yrs. of observation.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up to 12 mos.  Age range 18-44 yrs.  LIA test: INNO-LIA.","I","Tanzania","Geita","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","13","-1","-1.00","4.26","BW","ELISA*2/ELISA, WB/LIA","N/A"
"30","TZA","Mbeya town","2002-2006","Adults","N","F","25Y29Y","G0650","Incidence rate was approximated from a graph.  Located in Mbeya region, southwestern Tanzania.  Rapid test: Determine.","I","Tanzania","Mbeya town","Geis, S., L. Maboko, E. Saathoff, et al.",2011,"Risk Factors for HIV-1 Infection in a Longitudinal, Prospective Cohort of Adults from the Mbeya Region, Tanzania","Journal of Acquired Immune Deficiency Syndromes, vol. 56, no. 5, pp. 453-459.","HIV1","-1","-1","-1.00","0.90","BW","RAPID, ELISA, WB, PCR","N/A"
"10","TZA","Four towns","2008-2010","Women","N","F","ALL","K1007","1200 person yrs. of observation.  Towns: Geita, Kahama, Shinyanga, & Moshi.  Located in northern Tanzania.  Working in bars, restaurants, & guesthouses.  Follow up 12 mos.  Age range 18-44 yrs.  Breakdown by town & age is provided.  LIA test: INNO-LIA.","I","Tanzania","Four towns","Kapiga, S. H., F. M. Ewings, T. Ao, et al.",2013,"The Epidemiology of HIV and HSV-2 Infections among Women Participating in Microbicide and Vaccine Feasibility Studies in ...","PLoS One, vol. 8, issue 7, e68825, pp. 1-12, <http://www.plosone.org>, accessed on July 11, 2014.","HIV","44","-1","-1.00","3.67","BW","ELISA*2/ELISA, WB/LIA","N/A"
